id,domain,name,altNames,description,avgMonthlyPosts,paywall,topCategories,topTopics,topCountries,topLabels,avgBiasRating,adFontesBiasRating,allSidesBiasRating,mbfcBiasRating,monthlyVisits,globalRank,logoLarge,logoFavIcon,logoSquare
9551caa5442149e2b17ad99d96080d83,amgreatness.com,American Greatness,"['amgreatness', 'conservative', 'conservatism', 'Chris Buskirk']",News and opinion website aiming to be the leading voice of the next generation of American Conservatism.,230,False,"[{'name': 'Politics', 'count': 67}, {'name': 'Tech', 'count': 4}, {'name': 'Entertainment', 'count': 2}, {'name': 'Finance', 'count': 2}, {'name': 'General', 'count': 2}, {'name': 'Health', 'count': 2}, {'name': 'Sports', 'count': 1}, {'name': 'Travel', 'count': 1}]","[{'name': 'Joe Biden', 'count': 35}, {'name': 'Donald Trump', 'count': 13}, {'name': 'Social Issues', 'count': 11}, {'name': 'Russia-Ukraine War', 'count': 10}, {'name': 'GOP', 'count': 9}, {'name': 'Ukraine', 'count': 7}, {'name': 'Academia', 'count': 6}, {'name': 'Lawsuits', 'count': 6}, {'name': 'Florida', 'count': 5}, {'name': 'California', 'count': 4}]","[{'name': 'us', 'count': 231}]","[{'name': 'Non-news', 'count': 39}, {'name': 'Opinion', 'count': 4}, {'name': 'Pop Culture', 'count': 1}]",,Far Right,Right,Right,2240087.0,41710.0,,{'url': 'https://gawq.s3.us-east-2.amazonaws.com/AG_Fav_Icon_87e8a5ceb9.png'},{'url': 'https://gawq.s3.us-east-2.amazonaws.com/AG_Square_2946f12dec.png'}
52ce13dede5d48c5870bf7560a6894a0,thebulwark.com,The Bulwark,[],,105,,"[{'name': 'Politics', 'count': 28}, {'name': 'Entertainment', 'count': 3}, {'name': 'Tech', 'count': 2}, {'name': 'Business', 'count': 1}, {'name': 'Sports', 'count': 1}, {'name': 'Weather', 'count': 1}]","[{'name': 'Russia-Ukraine War', 'count': 14}, {'name': 'Donald Trump', 'count': 10}, {'name': 'Ukraine', 'count': 9}, {'name': 'GOP', 'count': 8}, {'name': 'Ron DeSantis', 'count': 5}, {'name': 'Supreme Court', 'count': 3}, {'name': 'AI', 'count': 2}, {'name': 'Jim Jordan', 'count': 2}, {'name': 'Joe Biden', 'count': 2}, {'name': 'Podcasts', 'count': 2}]","[{'name': 'us', 'count': 120}]","[{'name': 'Non-news', 'count': 28}, {'name': 'Opinion', 'count': 4}]",,,,,1988847.0,39731.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/thebulwark.com.png'},
d51d98ac79b344478bc079c9e2083db7,bostonherald.com,Boston Herald,[],"the boston herald is the leading source of breaking news, local news, sports, politics, entertainment, opinion and weather in boston, massachusetts.",1493,,"[{'name': 'Sports', 'count': 279}, {'name': 'Politics', 'count': 134}, {'name': 'General', 'count': 57}, {'name': 'Finance', 'count': 45}, {'name': 'Entertainment', 'count': 29}, {'name': 'Weather', 'count': 22}, {'name': 'Health', 'count': 19}, {'name': 'Tech', 'count': 14}, {'name': 'Travel', 'count': 11}, {'name': 'Auto', 'count': 10}]","[{'name': 'Massachusetts', 'count': 151}, {'name': 'Football', 'count': 109}, {'name': 'NFL', 'count': 100}, {'name': 'Baseball', 'count': 63}, {'name': 'Basketball', 'count': 60}, {'name': 'Crime', 'count': 60}, {'name': 'MLB', 'count': 57}, {'name': 'Joe Biden', 'count': 51}, {'name': 'Russia-Ukraine War', 'count': 48}, {'name': 'Sports Figures', 'count': 37}]","[{'name': 'us', 'count': 1516}]","[{'name': 'Non-news', 'count': 109}, {'name': 'Roundup', 'count': 37}, {'name': 'Opinion', 'count': 34}, {'name': 'Pop Culture', 'count': 9}]",,,,,1914141.0,37296.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/bostonherald.com.jpg'},
599223ac24d14fd7a3bb93df1954773f,observer.com,Observer,[],,183,,"[{'name': 'Entertainment', 'count': 22}, {'name': 'Tech', 'count': 16}, {'name': 'Business', 'count': 13}, {'name': 'Politics', 'count': 6}, {'name': 'Finance', 'count': 5}, {'name': 'Auto', 'count': 3}, {'name': 'General', 'count': 2}, {'name': 'Health', 'count': 2}, {'name': 'Sports', 'count': 2}, {'name': 'Lifestyle', 'count': 1}]","[{'name': 'Reviews', 'count': 28}, {'name': 'Business Leaders', 'count': 14}, {'name': 'Startups', 'count': 6}, {'name': 'AI', 'count': 5}, {'name': 'Fashion', 'count': 5}, {'name': 'Lawsuits', 'count': 5}, {'name': 'Markets', 'count': 5}, {'name': 'Movies', 'count': 5}, {'name': 'Silicon Valley', 'count': 5}, {'name': 'Silicon Valley Bank', 'count': 5}]","[{'name': 'us', 'count': 184}]","[{'name': 'Non-news', 'count': 49}, {'name': 'Opinion', 'count': 5}, {'name': 'Pop Culture', 'count': 4}]",,,,,1680774.0,49457.0,,,
73f12ddad65d478aa751482d3da5d368,freebeacon.com,,[],,262,,"[{'name': 'Politics', 'count': 130}, {'name': 'Lifestyle', 'count': 17}, {'name': 'General', 'count': 10}, {'name': 'Business', 'count': 5}, {'name': 'Tech', 'count': 5}, {'name': 'Environment', 'count': 4}, {'name': 'Sports', 'count': 3}, {'name': 'Auto', 'count': 2}, {'name': 'Entertainment', 'count': 2}, {'name': 'Finance', 'count': 1}]","[{'name': 'Joe Biden', 'count': 72}, {'name': 'Social Issues', 'count': 15}, {'name': 'Academia', 'count': 12}, {'name': 'California', 'count': 12}, {'name': 'GOP', 'count': 12}, {'name': 'Crime', 'count': 11}, {'name': 'Iran', 'count': 9}, {'name': 'China', 'count': 8}, {'name': 'Russia-Ukraine War', 'count': 8}, {'name': 'TikTok', 'count': 8}]","[{'name': 'us', 'count': 279}]","[{'name': 'Non-news', 'count': 11}, {'name': 'Opinion', 'count': 4}, {'name': 'Fact Check', 'count': 2}, {'name': 'Pop Culture', 'count': 2}]",,,,,1673429.0,51626.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/freebeacon.com.png'},
4e8e70eff5c842f7b4f2039fa1bd684e,bizpacreview.com,BizPac Review,[],,865,,"[{'name': 'Politics', 'count': 344}, {'name': 'General', 'count': 45}, {'name': 'Entertainment', 'count': 42}, {'name': 'Health', 'count': 16}, {'name': 'Sports', 'count': 16}, {'name': 'Business', 'count': 9}, {'name': 'Environment', 'count': 8}, {'name': 'Tech', 'count': 8}, {'name': 'Finance', 'count': 5}, {'name': 'Auto', 'count': 4}]","[{'name': 'Joe Biden', 'count': 117}, {'name': 'Donald Trump', 'count': 108}, {'name': 'Social Issues', 'count': 72}, {'name': 'GOP', 'count': 50}, {'name': 'Ron DeSantis', 'count': 49}, {'name': 'Crime', 'count': 42}, {'name': 'Twitter', 'count': 33}, {'name': 'Florida', 'count': 30}, {'name': 'Racial Injustice', 'count': 30}, {'name': 'Russia-Ukraine War', 'count': 30}]","[{'name': 'us', 'count': 928}]","[{'name': 'Non-news', 'count': 39}, {'name': 'Opinion', 'count': 7}, {'name': 'Pop Culture', 'count': 7}, {'name': 'Press Release', 'count': 1}]",,,,,1662020.0,42275.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/bizpacreview.com.png'},
9f34e3f118484057b5f4dc7bf56a22ad,dailysignal.com,The Daily Signal,"['The Daily', 'DailySignal', 'Conservative', 'heritage', 'TDS', 'dailysignal.com']",News/commentary on politics & culture. Published by conservative think tank The Heritage Foundation.,234,False,"[{'name': 'Politics', 'count': 97}, {'name': 'Tech', 'count': 5}, {'name': 'Health', 'count': 4}, {'name': 'Finance', 'count': 3}, {'name': 'General', 'count': 3}, {'name': 'Entertainment', 'count': 2}, {'name': 'Environment', 'count': 2}, {'name': 'Business', 'count': 1}, {'name': 'Sports', 'count': 1}]","[{'name': 'Joe Biden', 'count': 34}, {'name': 'Social Issues', 'count': 32}, {'name': 'Abortion', 'count': 13}, {'name': 'China', 'count': 12}, {'name': 'Coronavirus', 'count': 10}, {'name': 'LGBTQ', 'count': 10}, {'name': 'Ron DeSantis', 'count': 9}, {'name': 'Congress', 'count': 8}, {'name': 'GOP', 'count': 8}, {'name': 'Russia-Ukraine War', 'count': 8}]","[{'name': 'us', 'count': 250}]","[{'name': 'Non-news', 'count': 17}, {'name': 'Opinion', 'count': 9}, {'name': 'Roundup', 'count': 3}]",right,Right,Right,Right,1528230.0,59184.0,{'url': 'https://storage.googleapis.com/dev-dispatch-276213.appspot.com/Daily_Signal_Small_d467fc9d3e/Daily_Signal_Small_d467fc9d3e.png'},{'url': 'https://storage.googleapis.com/dev-dispatch-276213.appspot.com/Daily_Signal_Fav_Icon_cb52f9f2d0/Daily_Signal_Fav_Icon_cb52f9f2d0.png'},{'url': 'https://storage.googleapis.com/dev-dispatch-276213.appspot.com/Daily_Signal_Square_306ac81d6d/Daily_Signal_Square_306ac81d6d.png'}
68f5d6fdeda74dff9cdd8c8e76c6702e,richmond.com,Richmond Times-Dispatch,[],"read breaking richmond news, henrico county, and the metropolitan area of virginia. the latest weather, crime, politics, and more from the richmond times.",1276,,"[{'name': 'Sports', 'count': 378}, {'name': 'Politics', 'count': 191}, {'name': 'Entertainment', 'count': 97}, {'name': 'Business', 'count': 79}, {'name': 'General', 'count': 50}, {'name': 'Weather', 'count': 24}, {'name': 'Finance', 'count': 19}, {'name': 'Health', 'count': 17}, {'name': 'Science', 'count': 16}, {'name': 'World', 'count': 12}]","[{'name': 'Virginia', 'count': 133}, {'name': 'Basketball', 'count': 62}, {'name': 'Crime', 'count': 59}, {'name': 'College Sports', 'count': 51}, {'name': 'Movies', 'count': 30}, {'name': 'Academia', 'count': 27}, {'name': 'Football', 'count': 23}, {'name': 'Joe Biden', 'count': 23}, {'name': 'Russia-Ukraine War', 'count': 20}, {'name': 'Baseball', 'count': 17}]","[{'name': 'us', 'count': 1419}]","[{'name': 'Non-news', 'count': 154}, {'name': 'Opinion', 'count': 85}, {'name': 'Pop Culture', 'count': 36}, {'name': 'Gallery', 'count': 18}, {'name': 'Roundup', 'count': 13}, {'name': 'Fact Check', 'count': 1}]",,,,,1409738.0,47859.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/richmond.com.ico'},
98499ddde3c748129b67229efe1d1f32,newsbusters.org,NewsBusters,[],"welcome to newsbusters, a project of the media research center (mrc), america’s leading media watchdog in documenting, exposing",430,,"[{'name': 'Politics', 'count': 139}, {'name': 'Lifestyle', 'count': 97}, {'name': 'Business', 'count': 44}, {'name': 'Sports', 'count': 24}, {'name': 'Tech', 'count': 19}, {'name': 'Entertainment', 'count': 18}, {'name': 'General', 'count': 14}, {'name': 'Environment', 'count': 7}, {'name': 'Health', 'count': 3}, {'name': 'Auto', 'count': 1}]","[{'name': 'Joe Biden', 'count': 55}, {'name': 'Social Issues', 'count': 45}, {'name': 'GOP', 'count': 43}, {'name': 'Donald Trump', 'count': 32}, {'name': 'Ron DeSantis', 'count': 30}, {'name': 'Media', 'count': 25}, {'name': 'Coronavirus', 'count': 18}, {'name': 'TikTok', 'count': 18}, {'name': 'Abortion', 'count': 16}, {'name': 'LGBTQ', 'count': 16}]","[{'name': 'us', 'count': 481}]","[{'name': 'Non-news', 'count': 41}, {'name': 'Opinion', 'count': 9}, {'name': 'Pop Culture', 'count': 6}, {'name': 'Roundup', 'count': 2}, {'name': 'Fact Check', 'count': 1}]",,,,,1194358.0,76148.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/newsbusters.org.png'},
658c47c5a66149a4875629a2bf433f3c,city-journal.org,City Journal,[],,28,,"[{'name': 'Politics', 'count': 4}, {'name': 'Environment', 'count': 1}, {'name': 'Tech', 'count': 1}]","[{'name': 'Podcasts', 'count': 3}, {'name': 'California', 'count': 2}, {'name': 'Chicago', 'count': 2}, {'name': 'Christianity', 'count': 2}, {'name': 'Illinois', 'count': 2}, {'name': 'NYC', 'count': 2}, {'name': 'New York', 'count': 2}, {'name': 'Social Issues', 'count': 2}, {'name': 'China', 'count': 1}, {'name': 'Climate Change', 'count': 1}]","[{'name': 'us', 'count': 30}]","[{'name': 'Non-news', 'count': 5}, {'name': 'Opinion', 'count': 1}]",,,,,1154621.0,75215.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/city-journal.org.ico'},
29e77dc5214c46338dc8e5ed69563cb2,tabletmag.com,Tablet Magazine,[],,55,,"[{'name': 'Politics', 'count': 3}, {'name': 'Lifestyle', 'count': 2}, {'name': 'Entertainment', 'count': 1}]","[{'name': 'Israel', 'count': 4}, {'name': 'Podcasts', 'count': 4}, {'name': 'Russia-Ukraine War', 'count': 4}, {'name': 'Jewish', 'count': 3}, {'name': 'Ukraine', 'count': 3}, {'name': 'Food & Drink', 'count': 2}, {'name': 'Joe Biden', 'count': 2}, {'name': 'Africa', 'count': 1}, {'name': 'Brooks', 'count': 1}, {'name': 'China', 'count': 1}]","[{'name': 'us', 'count': 68}]","[{'name': 'Non-news', 'count': 7}, {'name': 'Pop Culture', 'count': 1}]",,,,,1133720.0,66708.0,,,
f840146a6eaf49738eebe2623a9ffd5e,thedispatch.com,The Dispatch,[],,172,,"[{'name': 'Politics', 'count': 39}, {'name': 'General', 'count': 3}, {'name': 'Tech', 'count': 2}, {'name': 'Entertainment', 'count': 1}, {'name': 'Health', 'count': 1}, {'name': 'Sports', 'count': 1}, {'name': 'Weather', 'count': 1}]","[{'name': 'Donald Trump', 'count': 16}, {'name': 'Fact-Checking', 'count': 9}, {'name': 'Ron DeSantis', 'count': 8}, {'name': 'Russia-Ukraine War', 'count': 8}, {'name': 'China', 'count': 6}, {'name': 'Joe Biden', 'count': 6}, {'name': 'Social Issues', 'count': 6}, {'name': 'GOP', 'count': 5}, {'name': 'Russia', 'count': 4}, {'name': 'Coronavirus', 'count': 3}]","[{'name': 'us', 'count': 196}]","[{'name': 'Non-news', 'count': 34}, {'name': 'Fact Check', 'count': 9}, {'name': 'Opinion', 'count': 3}, {'name': 'Pop Culture', 'count': 1}]",,,,,1041615.0,69713.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/thedispatch.com.ico'},
aca6b8fa22e14801b0d96474c8078f5c,quillette.com,Quillette,[],,14,,[],[],"[{'name': 'us', 'count': 12}]","[{'name': 'Non-news', 'count': 1}]",,,,,932817.0,94092.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/quillette.com.png'},
a327dbe38c7141bea53464b6ba2f8bbc,ijr.com,Independent Journal Review,[],,560,,"[{'name': 'Politics', 'count': 238}, {'name': 'Entertainment', 'count': 65}, {'name': 'General', 'count': 34}, {'name': 'Sports', 'count': 20}, {'name': 'Auto', 'count': 7}, {'name': 'Health', 'count': 5}, {'name': 'Business', 'count': 4}, {'name': 'Travel', 'count': 4}, {'name': 'Finance', 'count': 2}, {'name': 'Tech', 'count': 2}]","[{'name': 'Joe Biden', 'count': 91}, {'name': 'Donald Trump', 'count': 57}, {'name': 'Crime', 'count': 33}, {'name': 'Social Issues', 'count': 28}, {'name': 'GOP', 'count': 24}, {'name': 'Twitter', 'count': 22}, {'name': 'Ron DeSantis', 'count': 19}, {'name': 'Russia-Ukraine War', 'count': 18}, {'name': 'Media', 'count': 16}, {'name': 'Ukraine', 'count': 12}]","[{'name': 'us', 'count': 619}]","[{'name': 'Opinion', 'count': 134}, {'name': 'Non-news', 'count': 16}, {'name': 'Pop Culture', 'count': 15}, {'name': 'Fact Check', 'count': 2}, {'name': 'Gallery', 'count': 1}, {'name': 'Press Release', 'count': 1}]",,,,,922025.0,79812.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/ijr.com.png'},
435400df0aaa4dfaa91d755f9f00b453,judicialwatch.org,Judicial Watch,[],,17,,"[{'name': 'Politics', 'count': 6}, {'name': 'General', 'count': 4}]","[{'name': 'Lawsuits', 'count': 5}, {'name': 'Crime', 'count': 4}, {'name': 'Donald Trump', 'count': 2}, {'name': 'Joe Biden', 'count': 2}, {'name': 'Los Angeles', 'count': 2}, {'name': 'Social Issues', 'count': 2}, {'name': 'Terrorism', 'count': 2}, {'name': 'Texas', 'count': 2}, {'name': 'Abortion', 'count': 1}, {'name': 'Academia', 'count': 1}]","[{'name': 'us', 'count': 26}]","[{'name': 'Non-news', 'count': 2}]",,,,,880071.0,82744.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/judicialwatch.org.ico'},
230165807b40479fbf7dc7d94b9dfccd,thecentersquare.com,The Center Square,[],,1038,,"[{'name': 'Politics', 'count': 243}, {'name': 'Health', 'count': 49}, {'name': 'Business', 'count': 22}, {'name': 'General', 'count': 18}, {'name': 'Finance', 'count': 17}, {'name': 'Tech', 'count': 17}, {'name': 'Environment', 'count': 14}, {'name': 'Travel', 'count': 11}, {'name': 'Auto', 'count': 10}, {'name': 'Sports', 'count': 7}]","[{'name': 'Illinois', 'count': 88}, {'name': 'Social Issues', 'count': 52}, {'name': 'Taxes', 'count': 39}, {'name': 'California', 'count': 38}, {'name': 'Coronavirus', 'count': 37}, {'name': 'Arizona', 'count': 34}, {'name': 'Tennessee', 'count': 31}, {'name': 'Ohio', 'count': 30}, {'name': 'Texas', 'count': 30}, {'name': 'Michigan', 'count': 28}]","[{'name': 'us', 'count': 1161}]","[{'name': 'Non-news', 'count': 33}, {'name': 'Opinion', 'count': 25}, {'name': 'Roundup', 'count': 3}]",,,,,708788.0,94079.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/thecentersquare.com.ico'},
5cb741ab74c94acb8a949f0583bdc9f1,dailypress.com,Daily Press,[],"online resource for hampton roads news and virginia news, including coverage of newport news, hampton and beyond from daily press",699,,"[{'name': 'Sports', 'count': 143}, {'name': 'Politics', 'count': 81}, {'name': 'Entertainment', 'count': 78}, {'name': 'Business', 'count': 74}, {'name': 'General', 'count': 59}, {'name': 'Health', 'count': 22}, {'name': 'Lifestyle', 'count': 15}, {'name': 'Weather', 'count': 15}, {'name': 'Tech', 'count': 8}, {'name': 'Travel', 'count': 8}]","[{'name': 'Virginia', 'count': 80}, {'name': 'Crime', 'count': 75}, {'name': 'Basketball', 'count': 51}, {'name': 'Virginia Beach', 'count': 41}, {'name': 'Academia', 'count': 29}, {'name': 'College Sports', 'count': 28}, {'name': 'Social Issues', 'count': 22}, {'name': 'Joe Biden', 'count': 19}, {'name': 'Russia-Ukraine War', 'count': 17}, {'name': 'Food & Drink', 'count': 15}]","[{'name': 'us', 'count': 822}]","[{'name': 'Non-news', 'count': 91}, {'name': 'Opinion', 'count': 75}, {'name': 'Roundup', 'count': 32}, {'name': 'Pop Culture', 'count': 14}]",,,,,630194.0,94637.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/dailypress.com.ico'},
ac813b692e5e44b38b79823db758dd07,brownstone.org,Brownstone Institute,[],,62,,"[{'name': 'Politics', 'count': 5}, {'name': 'Health', 'count': 4}, {'name': 'General', 'count': 1}, {'name': 'Sports', 'count': 1}, {'name': 'Tech', 'count': 1}]","[{'name': 'Coronavirus', 'count': 9}, {'name': 'Donald Trump', 'count': 2}, {'name': 'FDA', 'count': 2}, {'name': 'Ron DeSantis', 'count': 2}, {'name': 'Abortion', 'count': 1}, {'name': 'Academia', 'count': 1}, {'name': 'Angela Merkel', 'count': 1}, {'name': 'Crime', 'count': 1}, {'name': 'Florida', 'count': 1}, {'name': 'Germany', 'count': 1}]","[{'name': 'us', 'count': 70}]","[{'name': 'Non-news', 'count': 13}, {'name': 'Opinion', 'count': 2}]",,,,,573110.0,136801.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/brownstone.org.png'},
19f134f852da4c908264ae4c2851a3d9,spectator.org,,[],,0,,"[{'name': 'Politics', 'count': 1}]",[],"[{'name': 'us', 'count': 1}]",[],,,,,544123.0,75467.0,,,
5c135928a3484666bf5af4c098fa5b20,cnsnews.com,CNSNews.com,[],,342,,"[{'name': 'Politics', 'count': 141}, {'name': 'General', 'count': 12}, {'name': 'Business', 'count': 8}, {'name': 'Health', 'count': 7}, {'name': 'Tech', 'count': 5}, {'name': 'Entertainment', 'count': 4}, {'name': 'Finance', 'count': 3}, {'name': 'Science', 'count': 1}, {'name': 'Travel', 'count': 1}]","[{'name': 'Joe Biden', 'count': 52}, {'name': 'Russia-Ukraine War', 'count': 46}, {'name': 'Russia', 'count': 35}, {'name': 'China', 'count': 30}, {'name': 'Social Issues', 'count': 24}, {'name': 'Ukraine', 'count': 22}, {'name': 'Donald Trump', 'count': 18}, {'name': 'GOP', 'count': 18}, {'name': 'Coronavirus', 'count': 14}, {'name': 'Vladimir Putin', 'count': 13}]","[{'name': 'us', 'count': 376}]","[{'name': 'Non-news', 'count': 19}, {'name': 'Opinion', 'count': 5}]",,,,,464975.0,134918.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/cnsnews.com.png'},
ab45dd286ca547949fb96d124e93ed74,thecollegefix.com,The College Fix,[],"original, student-reported. your daily dose of right-minded news and commentary from across the nation.",134,,"[{'name': 'Politics', 'count': 16}, {'name': 'Health', 'count': 5}, {'name': 'Environment', 'count': 2}, {'name': 'General', 'count': 2}, {'name': 'Sports', 'count': 2}, {'name': 'Business', 'count': 1}, {'name': 'Entertainment', 'count': 1}, {'name': 'Finance', 'count': 1}, {'name': 'Tech', 'count': 1}]","[{'name': 'Academia', 'count': 139}, {'name': 'Social Issues', 'count': 29}, {'name': 'Racial Injustice', 'count': 11}, {'name': 'LGBTQ', 'count': 7}, {'name': 'Texas', 'count': 6}, {'name': 'Florida', 'count': 5}, {'name': 'Protests', 'count': 5}, {'name': 'Christianity', 'count': 4}, {'name': 'Joe Biden', 'count': 4}, {'name': 'Abortion', 'count': 3}]","[{'name': 'us', 'count': 139}]","[{'name': 'Opinion', 'count': 3}, {'name': 'Non-news', 'count': 2}]",,,,,399753.0,143764.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/thecollegefix.com.ico'},
0db8a7ea211d479784fd8ebfb50a7c6e,rasmussenreports.com,Rasmussen Reports,[],,29,,"[{'name': 'Politics', 'count': 24}, {'name': 'Lifestyle', 'count': 4}, {'name': 'Business', 'count': 2}, {'name': 'Environment', 'count': 2}, {'name': 'General', 'count': 1}]","[{'name': 'Voters', 'count': 9}, {'name': 'Joe Biden', 'count': 4}, {'name': 'Donald Trump', 'count': 3}, {'name': 'GOP', 'count': 3}, {'name': 'Climate Change', 'count': 2}, {'name': 'Coronavirus', 'count': 2}, {'name': 'Russia-Ukraine War', 'count': 2}, {'name': 'Ukraine', 'count': 2}, {'name': 'Academia', 'count': 1}, {'name': 'Arizona', 'count': 1}]","[{'name': 'us', 'count': 40}]","[{'name': 'Non-news', 'count': 8}, {'name': 'Roundup', 'count': 1}]",,,,,356569.0,181277.0,,,
aa52c6748aa54fad9dbabca25f2d0b13,policetribune.com,The Police Tribune,[],,53,,"[{'name': 'General', 'count': 32}, {'name': 'Politics', 'count': 4}, {'name': 'Health', 'count': 3}, {'name': 'Lifestyle', 'count': 1}, {'name': 'Science', 'count': 1}]","[{'name': 'Crime', 'count': 32}, {'name': 'Law Enforcement', 'count': 6}, {'name': 'Florida', 'count': 5}, {'name': 'California', 'count': 4}, {'name': 'Oklahoma', 'count': 2}, {'name': 'Social Issues', 'count': 2}, {'name': 'Tennessee', 'count': 2}, {'name': 'Texas', 'count': 2}, {'name': 'Arizona', 'count': 1}, {'name': 'Arkansas', 'count': 1}]","[{'name': 'us', 'count': 82}]",[],,,,,322912.0,171430.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/policetribune.com.png'},
2179d36a568a4c05a814bc72488c64e0,theimaginativeconservative.org,,[],,23,,"[{'name': 'Politics', 'count': 1}]","[{'name': 'Georgia', 'count': 1}]","[{'name': 'us', 'count': 27}]","[{'name': 'Non-news', 'count': 3}]",,,,,305389.0,208254.0,,,
4a04e107d10044e6a7559fffdfe08d05,wiscnews.com,WiscNews,[],"read the regional and community headlines for portage, baraboo and beaver dam wisconsin.",502,,"[{'name': 'Sports', 'count': 111}, {'name': 'Weather', 'count': 28}, {'name': 'General', 'count': 17}, {'name': 'Business', 'count': 16}, {'name': 'Politics', 'count': 9}, {'name': 'Entertainment', 'count': 5}, {'name': 'Health', 'count': 4}, {'name': 'Environment', 'count': 2}, {'name': 'Finance', 'count': 2}, {'name': 'World', 'count': 2}]","[{'name': 'Wisconsin', 'count': 54}, {'name': 'Basketball', 'count': 52}, {'name': 'Crime', 'count': 21}, {'name': 'In Memoriam', 'count': 21}, {'name': 'Football', 'count': 19}, {'name': 'NFL', 'count': 9}, {'name': 'Social Issues', 'count': 8}, {'name': 'March Madness', 'count': 7}, {'name': 'Aaron Rodgers', 'count': 6}, {'name': 'College Sports', 'count': 6}]","[{'name': 'us', 'count': 499}]","[{'name': 'Non-news', 'count': 65}, {'name': 'Opinion', 'count': 43}, {'name': 'Gallery', 'count': 15}, {'name': 'Roundup', 'count': 6}]",,,,,233245.0,260541.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/wiscnews.com.ico'},
a3c8dbcc1d8248798944d33345a56ab6,thetexan.news,The Texan,[],,60,,"[{'name': 'Politics', 'count': 31}, {'name': 'Health', 'count': 3}, {'name': 'General', 'count': 2}, {'name': 'Finance', 'count': 1}]","[{'name': 'Texas', 'count': 33}, {'name': 'Social Issues', 'count': 6}, {'name': 'Abortion', 'count': 4}, {'name': 'Podcasts', 'count': 4}, {'name': 'Coronavirus', 'count': 3}, {'name': 'Crime', 'count': 3}, {'name': 'GOP', 'count': 3}, {'name': 'Supreme Court', 'count': 3}, {'name': 'Activism', 'count': 2}, {'name': 'Immigration', 'count': 2}]","[{'name': 'us', 'count': 61}]","[{'name': 'Non-news', 'count': 4}, {'name': 'Roundup', 'count': 4}]",,,,,90789.0,546122.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/thetexan.news.png'},
731d787cb8ac4e6487e1dfe845fef366,americas1stfreedom.org,America's 1st Freedom,[],,8,,"[{'name': 'Health', 'count': 2}]","[{'name': 'NRA', 'count': 7}, {'name': 'Second Amendment', 'count': 7}, {'name': 'CDC', 'count': 2}, {'name': 'Media', 'count': 1}, {'name': 'Social Issues', 'count': 1}]","[{'name': 'us', 'count': 7}]","[{'name': 'Opinion', 'count': 1}]",,,,,63454.0,761564.0,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/americas1stfreedom.org.ico'},
5cc663961b4d4b56abd1b2411c2fffc9,waldo.villagesoup.com,Republican Journal,[],,198,,"[{'name': 'Auto', 'count': 3}, {'name': 'Politics', 'count': 3}, {'name': 'Sports', 'count': 3}, {'name': 'General', 'count': 1}, {'name': 'Health', 'count': 1}, {'name': 'Science', 'count': 1}, {'name': 'Weather', 'count': 1}]","[{'name': 'Maine', 'count': 8}, {'name': 'California', 'count': 4}, {'name': 'Stockton', 'count': 4}, {'name': 'Traffic', 'count': 4}, {'name': 'Academia', 'count': 3}, {'name': 'Brooks', 'count': 3}, {'name': 'Lawsuits', 'count': 3}, {'name': 'Reviews', 'count': 3}, {'name': 'Coronavirus', 'count': 2}, {'name': 'Crime', 'count': 2}]","[{'name': 'us', 'count': 229}]","[{'name': 'Opinion', 'count': 18}, {'name': 'Non-news', 'count': 7}]",,,,,53281.0,,,{'url': 'https://web-business-assets.s3.us-east-2.amazonaws.com/waldo.villagesoup.com.png'},
